record_type,task,event,mode,relay,param_start,param_end,lon0,lat0,lon1,lat1
cruise_state,Q3-001,2,direct,,0.0,0.4203640536126702,109.2308517,23.0085095,109.25283001417908,23.027827119901744
cruise_state,Q3-001,2,direct,,0.4203640536126702,0.42980433444087635,109.25283001417908,23.027827119901744,109.2533235898219,23.028260943287062
cruise_state,Q3-001,2,direct,,0.42980433444087635,0.4319919574990398,109.2533235898219,23.028260943287062,109.25343796750589,23.02836147441089
cruise_state,Q3-001,2,direct,,0.4319919574990398,0.5334505558437733,109.25343796750589,23.02836147441089,109.25874262886174,23.03302395356852
cruise_state,Q3-001,2,direct,,0.5334505558437733,0.5340678541019607,109.25874262886174,23.03302395356852,109.25877490368387,23.03305232120133
cruise_state,Q3-001,2,relay,R-001,0.5340678541019607,0.6978655979501542,109.25877490368387,23.03305232120133,109.26733890492322,23.040579564620998
cruise_state,Q3-001,2,relay,R-001,0.6978655979501542,1.0,109.26733890492322,23.040579564620998,109.2831357,23.054464
cruise_state,Q3-001,6,relay,R-001,0.0,0.46593214589803933,109.2831357,23.054464,109.25877490368387,23.03305232120133
cruise_state,Q3-001,6,direct,,0.46593214589803933,0.466549444156227,109.25877490368387,23.03305232120133,109.25874262886174,23.03302395356852
cruise_state,Q3-001,6,direct,,0.466549444156227,0.5360937328196169,109.25874262886174,23.03302395356852,109.25510657527326,23.02982808055514
cruise_state,Q3-001,6,direct,,0.5360937328196169,0.5680080425009603,109.25510657527326,23.02982808055514,109.25343796750589,23.02836147441089
cruise_state,Q3-001,6,direct,,0.5680080425009603,0.5701956655591238,109.25343796750589,23.02836147441089,109.2533235898219,23.028260943287062
cruise_state,Q3-001,6,direct,,0.5701956655591238,1.0,109.2533235898219,23.028260943287062,109.2308517,23.0085095
cruise_state,Q3-002,2,direct,,0.0,0.3681381950479138,109.2308517,23.0085095,109.24747869839315,23.012519040337544
cruise_state,Q3-002,2,direct,,0.3681381950479138,0.37211873140986085,109.24747869839315,23.012519040337544,109.247658479716,23.012562393951278
cruise_state,Q3-002,2,direct,,0.37211873140986085,0.5616589794176041,109.247658479716,23.012562393951278,109.25621908397129,23.01462675260843
cruise_state,Q3-002,2,direct,,0.5616589794176041,0.7782343206612716,109.25621908397129,23.01462675260843,109.26600073091609,23.016985561280052
cruise_state,Q3-002,2,direct,,0.7782343206612716,0.823721582027381,109.26600073091609,23.016985561280052,109.26805516762442,23.017480981238492
cruise_state,Q3-002,2,direct,,0.823721582027381,0.824675534323309,109.26805516762442,23.017480981238492,109.26809825297526,23.01749137111453
cruise_state,Q3-002,2,relay,R-001,0.824675534323309,0.9903303147045865,109.26809825297526,23.01749137111453,109.27558006769665,23.019295583589575
cruise_state,Q3-002,2,relay,R-001,0.9903303147045865,1.0,109.27558006769665,23.019295583589575,109.2760168,23.0194009
cruise_state,Q3-002,6,relay,R-001,0.0,0.17532446567669102,109.2760168,23.0194009,109.26809825297526,23.01749137111453
cruise_state,Q3-002,6,direct,,0.17532446567669102,0.17627841797261842,109.26809825297526,23.01749137111453,109.26805516762442,23.017480981238492
cruise_state,Q3-002,6,direct,,0.17627841797261842,0.2217656793387284,109.26805516762442,23.017480981238492,109.26600073091609,23.016985561280052
cruise_state,Q3-002,6,direct,,0.2217656793387284,0.6278812685901392,109.26600073091609,23.016985561280052,109.247658479716,23.012562393951278
cruise_state,Q3-002,6,direct,,0.6278812685901392,0.6318618049520865,109.247658479716,23.012562393951278,109.24747869839315,23.012519040337544
cruise_state,Q3-002,6,direct,,0.6318618049520865,1.0,109.24747869839315,23.012519040337544,109.2308517,23.0085095
cruise_state,Q3-003,2,direct,,0.0,0.4084736318579218,109.2308517,23.0085095,109.25239660086498,23.007161618709596
cruise_state,Q3-003,2,direct,,0.4084736318579218,0.5742594176131353,109.25239660086498,23.007161618709596,109.26114095555606,23.006614558773762
cruise_state,Q3-003,2,direct,,0.5742594176131353,0.5747436796265997,109.26114095555606,23.006614558773762,109.26116649790754,23.00661296080597
cruise_state,Q3-003,2,direct,,0.5747436796265997,0.5817374029054545,109.26116649790754,23.00661296080597,109.26153538114251,23.006589882917893
cruise_state,Q3-003,2,direct,,0.5817374029054545,0.7245441798836068,109.26153538114251,23.006589882917893,109.26906771031354,23.006118649115223
cruise_state,Q3-003,2,direct,,0.7245441798836068,0.7253894994163763,109.26906771031354,23.006118649115223,109.26911229660776,23.006115859729828
cruise_state,Q3-003,2,relay,R-001,0.7253894994163763,0.7869290376340339,109.26911229660776,23.006115859729828,109.2723581933971,23.005912791561617
cruise_state,Q3-003,2,relay,R-001,0.7869290376340339,0.8725637563485171,109.2723581933971,23.005912791561617,109.27687498807222,23.005630214116803
cruise_state,Q3-003,2,relay,R-001,0.8725637563485171,1.0,109.27687498807222,23.005630214116803,109.2835966,23.0052097
cruise_state,Q3-003,6,relay,R-001,0.0,0.12743624365148346,109.2835966,23.0052097,109.27687498807222,23.005630214116803
cruise_state,Q3-003,6,relay,R-001,0.12743624365148346,0.27461050058362374,109.27687498807222,23.005630214116803,109.26911229660776,23.006115859729828
cruise_state,Q3-003,6,direct,,0.27461050058362374,0.27545582011639325,109.26911229660776,23.006115859729828,109.26906771031354,23.006118649115223
cruise_state,Q3-003,6,direct,,0.27545582011639325,0.4182625970945455,109.26906771031354,23.006118649115223,109.26153538114251,23.006589882917893
